date,start_time,end_time,time_in_bucket,substrate,direction,trigger,substrate_temp,snake_temp,camera,sp_code,detection
11/05/2021,13:37,13:50,285,lid,forward,",motion,heat,",19.9,22.1,moultrie_b,LAGET,1
11/05/2021,13:37,13:50,50,lid,forward,",motion,heat,",19.9,21.5,moultrie_b,LAGET,0
11/05/2021,13:37,13:50,60,lid,forward,",motion,heat,",19.9,22.1,moultrie_b,LAGET,0
11/05/2021,14:01,14:05,14,lid,forward,",motion,heat,",21,20.5,stealth_b,PAALL,0
11/05/2021,14:01,14:05,30,lid,forward,",motion,heat,",21,21.3,stealth_b,PAALL,0
11/05/2021,14:01,14:05,25,lid,forward,",motion,heat,",21,20.9,stealth_b,PAALL,0
11/05/2021,14:01,14:05,22,lid,forward,",motion,heat,",21,21.4,stealth_b,PAALL,0
11/05/2021,14:01,14:05,21,lid,forward,",motion,heat,",21,22.4,stealth_b,PAALL,0
11/05/2021,14:09,14:17,115,lid,forward,",motion,heat,",20.6,24,stealth_b,LAGET,1
11/05/2021,14:09,14:17,28,lid,forward,",motion,heat,",20.6,23.8,stealth_b,LAGET,1
11/05/2021,14:09,14:17,36,lid,forward,",motion,heat,",20.6,23.5,stealth_b,LAGET,0
11/05/2021,14:09,14:17,74,lid,forward,",motion,heat,",20.6,23.5,stealth_b,LAGET,0
11/05/2021,14:09,14:17,87,lid,forward,",motion,heat,",20.6,21.4,stealth_b,LAGET,0
11/05/2021,14:20,14:30,150,lid,forward,",motion,heat,",20.5,20.8,stealth_b,STOCC,0
11/05/2021,14:20,14:30,90,lid,forward,",motion,heat,",20.5,22.5,stealth_b,STOCC,0
11/05/2021,14:20,14:30,37,lid,forward,",motion,heat,",20.5,21.4,stealth_b,STOCC,0
11/05/2021,14:20,14:30,90,lid,forward,",motion,heat,",20.5,20.6,stealth_b,STOCC,0
11/05/2021,14:20,14:30,90,lid,forward,",motion,heat,",20.5,21.7,stealth_b,STOCC,0
11/05/2021,14:43,14:57,270,lid,forward,",motion,heat,",20.2,19.6,stealth_b,PAGUT,0
11/05/2021,14:43,14:57,65,lid,forward,",motion,heat,",20.2,20.5,stealth_b,PAGUT,0
11/05/2021,14:43,14:57,50,lid,forward,",motion,heat,",20.2,20.8,stealth_b,PAGUT,0
11/05/2021,14:43,14:57,70,lid,forward,",motion,heat,",20.2,20.6,stealth_b,PAGUT,0
11/05/2021,14:43,14:57,150,lid,forward,",motion,heat,",20.2,21,stealth_b,PAGUT,0
11/05/2021,14:32,14:39,90,lid,forward,",motion,heat,",21.1,21.4,stealth_b,DIPUN,1
11/05/2021,14:32,14:39,90,lid,forward,",motion,heat,",21.1,21.5,stealth_b,DIPUN,1
11/05/2021,14:32,14:39,20,lid,forward,",motion,heat,",21.1,20.7,stealth_b,DIPUN,0
11/05/2021,14:32,14:39,30,lid,forward,",motion,heat,",21.1,21.9,stealth_b,DIPUN,0
11/05/2021,14:32,14:39,17,lid,forward,",motion,heat,",21.1,20.4,stealth_b,DIPUN,0
11/08/2021,9:08,9:17,53,lid,forward,",motion,heat,",20.1,24,browning_recon,PAGUT,1
11/08/2021,9:08,9:17,230,lid,forward,",motion,heat,",20.1,21.7,browning_recon,PAGUT,1
11/08/2021,9:08,9:17,52,lid,forward,",motion,heat,",20.1,21.3,browning_recon,PAGUT,1
11/08/2021,9:08,9:17,55,lid,forward,",motion,heat,",20.1,21.1,browning_recon,PAGUT,1
11/08/2021,9:08,9:17,36,lid,forward,",motion,heat,",20.1,21.5,browning_recon,PAGUT,1
11/08/2021,9:20,9:26,34,lid,forward,",motion,heat,",20,20.5,browning_recon,PAALL,0
11/08/2021,9:20,9:26,30,lid,forward,",motion,heat,",20,20.9,browning_recon,PAALL,0
11/08/2021,9:20,9:26,40,lid,forward,",motion,heat,",20,20.7,browning_recon,PAALL,0
11/08/2021,9:20,9:26,38,lid,forward,",motion,heat,",20,19.6,browning_recon,PAALL,0
11/08/2021,9:20,9:26,39,lid,forward,",motion,heat,",20,19.8,browning_recon,PAALL,0
11/08/2021,9:27,9:35,2,lid,forward,",motion,heat,",20.1,20.1,browning_recon,DIPUN,0
11/08/2021,9:27,9:35,17,lid,forward,",motion,heat,",20.1,20.6,browning_recon,DIPUN,0
11/08/2021,9:27,9:35,60,lid,forward,",motion,heat,",20.1,19.7,browning_recon,DIPUN,1
11/08/2021,9:27,9:35,60,lid,forward,",motion,heat,",20.1,20.3,browning_recon,DIPUN,0
11/08/2021,9:27,9:35,60,lid,forward,",motion,heat,",20.1,20.9,browning_recon,DIPUN,0
11/08/2021,9:37,9:45,90,lid,forward,",motion,heat,",20,19.7,browning_recon,STOCC,0
11/08/2021,9:37,9:45,60,lid,forward,",motion,heat,",20,20.3,browning_recon,STOCC,0
11/08/2021,9:37,9:45,60,lid,forward,",motion,heat,",20,20.9,browning_recon,STOCC,0
11/08/2021,9:37,9:45,60,lid,forward,",motion,heat,",20,20.1,browning_recon,STOCC,0
11/08/2021,9:37,9:45,60,lid,forward,",motion,heat,",20,19.9,browning_recon,STOCC,0
11/08/2021,9:48,10:00,240,lid,forward,",motion,heat,",20.2,22.6,browning_recon,LAGET,1
11/08/2021,9:48,10:00,90,lid,forward,",motion,heat,",20.2,22,browning_recon,LAGET,1
11/08/2021,9:48,10:00,20,lid,forward,",motion,heat,",20.2,21.7,browning_recon,LAGET,1
11/08/2021,9:48,10:00,23,lid,forward,",motion,heat,",20.2,21.7,browning_recon,LAGET,1
11/08/2021,9:48,10:00,90,lid,forward,",motion,heat,",20.2,21.8,browning_recon,LAGET,1
11/08/2021,12:45,12:54,60,lid,forward,",motion,heat,",20.5,21,reconyx_infrared,STOCC,0
11/08/2021,12:45,12:54,60,lid,forward,",motion,heat,",20.5,21.4,reconyx_infrared,STOCC,0
11/08/2021,12:45,12:54,60,lid,forward,",motion,heat,",20.5,21.1,reconyx_infrared,STOCC,0
11/08/2021,12:45,12:54,60,lid,forward,",motion,heat,",20.5,22,reconyx_infrared,STOCC,0
11/08/2021,12:45,12:54,60,lid,forward,",motion,heat,",20.5,21.7,reconyx_infrared,STOCC,0
11/08/2021,12:56,13:01,60,lid,forward,",motion,heat,",20.8,21,reconyx_infrared,DIPUN,0
11/08/2021,12:56,13:01,60,lid,forward,",motion,heat,",20.8,21.3,reconyx_infrared,DIPUN,0
11/08/2021,12:56,13:01,30,lid,forward,",motion,heat,",20.8,20.6,reconyx_infrared,DIPUN,0
11/08/2021,12:56,13:01,40,lid,forward,",motion,heat,",20.8,21.3,reconyx_infrared,DIPUN,0
11/08/2021,12:56,13:01,60,lid,forward,",motion,heat,",20.8,21.4,reconyx_infrared,DIPUN,0
11/08/2021,13:03,13:08,60,lid,forward,",motion,heat,",20.6,22.5,reconyx_infrared,PAALL,0
11/08/2021,13:03,13:08,30,lid,forward,",motion,heat,",20.6,20.2,reconyx_infrared,PAALL,0
11/08/2021,13:03,13:08,30,lid,forward,",motion,heat,",20.6,21.7,reconyx_infrared,PAALL,1
11/08/2021,13:03,13:08,28,lid,forward,",motion,heat,",20.6,20.3,reconyx_infrared,PAALL,1
11/08/2021,13:03,13:08,55,lid,forward,",motion,heat,",20.6,21.7,reconyx_infrared,PAALL,0
11/08/2021,13:10,13:20,90,lid,forward,",motion,heat,",20.7,22.7,reconyx_infrared,PAGUT,1
11/08/2021,13:10,13:20,185,lid,forward,",motion,heat,",20.7,22.7,reconyx_infrared,PAGUT,1
11/08/2021,13:10,13:20,110,lid,forward,",motion,heat,",20.7,22.5,reconyx_infrared,PAGUT,0
11/08/2021,13:10,13:20,90,lid,forward,",motion,heat,",20.7,22.5,reconyx_infrared,PAGUT,1
11/08/2021,13:10,13:20,60,lid,forward,",motion,heat,",20.7,22.5,reconyx_infrared,PAGUT,1
11/08/2021,13:21,13:28,50,lid,forward,",motion,heat,",20.8,23.7,reconyx_infrared,LAGET,0
11/08/2021,13:21,13:28,54,lid,forward,",motion,heat,",20.8,22.3,reconyx_infrared,LAGET,0
11/08/2021,13:21,13:28,37,lid,forward,",motion,heat,",20.8,22.9,reconyx_infrared,LAGET,0
11/08/2021,13:21,13:28,70,lid,forward,",motion,heat,",20.8,22.7,reconyx_infrared,LAGET,0
11/08/2021,13:21,13:28,75,lid,forward,",motion,heat,",20.8,21,reconyx_infrared,LAGET,1
11/09/2021,11:50,11:58,120,lid,forward,",motion,heat,",21,22,moultrie_a,STOCC,1
11/09/2021,11:50,11:58,60,lid,forward,",motion,heat,",21,21.5,moultrie_a,STOCC,0
11/09/2021,11:50,11:58,70,lid,forward,",motion,heat,",21,21.8,moultrie_a,STOCC,0
11/09/2021,11:50,11:58,50,lid,forward,",motion,heat,",21,21,moultrie_a,STOCC,0
11/09/2021,11:50,11:58,60,lid,forward,",motion,heat,",21,20.8,moultrie_a,STOCC,0
11/09/2021,12:00,12:15,438,lid,forward,",motion,heat,",21.2,21.6,moultrie_a,PAGUT,1
11/09/2021,12:00,12:15,75,lid,forward,",motion,heat,",21.2,21.8,moultrie_a,PAGUT,1
11/09/2021,12:00,12:15,75,lid,forward,",motion,heat,",21.2,21.5,moultrie_a,PAGUT,0
11/09/2021,12:00,12:15,85,lid,forward,",motion,heat,",21.2,21.8,moultrie_a,PAGUT,0
11/09/2021,12:00,12:15,90,lid,forward,",motion,heat,",21.2,22.1,moultrie_a,PAGUT,0
11/09/2021,12:17,12:25,2,lid,forward,",motion,heat,",20.6,20.8,moultrie_a,DIPUN,0
11/09/2021,12:17,12:25,60,lid,forward,",motion,heat,",20.6,21,moultrie_a,DIPUN,0
11/09/2021,12:17,12:25,60,lid,forward,",motion,heat,",20.6,21,moultrie_a,DIPUN,1
11/09/2021,12:17,12:25,20,lid,forward,",motion,heat,",20.6,21.2,moultrie_a,DIPUN,0
11/09/2021,12:17,12:25,60,lid,forward,",motion,heat,",20.6,21.9,moultrie_a,DIPUN,1
11/09/2021,12:27,12:32,125,lid,forward,",motion,heat,",20.4,22.2,moultrie_a,LAGET,1
11/09/2021,12:27,12:32,15,lid,forward,",motion,heat,",20.4,23,moultrie_a,LAGET,1
11/09/2021,12:27,12:32,45,lid,forward,",motion,heat,",20.4,22.4,moultrie_a,LAGET,1
11/09/2021,12:27,12:32,22,lid,forward,",motion,heat,",20.4,23.3,moultrie_a,LAGET,0
11/09/2021,12:27,12:32,15,lid,forward,",motion,heat,",20.4,23.6,moultrie_a,LAGET,0
11/09/2021,12:33,12:38,30,lid,forward,",motion,heat,",20.9,21,moultrie_a,PAALL,1
11/09/2021,12:33,12:38,30,lid,forward,",motion,heat,",20.9,20.1,moultrie_a,PAALL,1
11/09/2021,12:33,12:38,20,lid,forward,",motion,heat,",20.9,21,moultrie_a,PAALL,0
11/09/2021,12:33,12:38,30,lid,forward,",motion,heat,",20.9,20.4,moultrie_a,PAALL,0
11/09/2021,12:33,12:38,25,lid,forward,",motion,heat,",20.9,20.7,moultrie_a,PAALL,0
11/09/2021,12:50,12:57,60,lid,forward,",motion,heat,",21.1,21.3,stealth_a,STOCC,0
11/09/2021,12:50,12:57,60,lid,forward,",motion,heat,",21.1,21.3,stealth_a,STOCC,0
11/09/2021,12:50,12:57,60,lid,forward,",motion,heat,",21.1,21.8,stealth_a,STOCC,0
11/09/2021,12:50,12:57,60,lid,forward,",motion,heat,",21.1,21.3,stealth_a,STOCC,0
11/09/2021,12:50,12:57,60,lid,forward,",motion,heat,",21.1,21.3,stealth_a,STOCC,0
11/09/2021,13:00,13:03,10,lid,forward,",motion,heat,",20.7,22.7,stealth_a,PAALL,0
11/09/2021,13:00,13:03,15,lid,forward,",motion,heat,",20.7,21,stealth_a,PAALL,0
11/09/2021,13:00,13:03,15,lid,forward,",motion,heat,",20.7,20.7,stealth_a,PAALL,0
11/09/2021,13:00,13:03,15,lid,forward,",motion,heat,",20.7,21.9,stealth_a,PAALL,0
11/09/2021,13:00,13:03,15,lid,forward,",motion,heat,",20.7,20.7,stealth_a,PAALL,0
11/09/2021,13:05,13:09,120,lid,forward,",motion,heat,",20.8,22.3,stealth_a,LAGET,1
11/09/2021,13:05,13:09,30,lid,forward,",motion,heat,",20.8,23.2,stealth_a,LAGET,1
11/09/2021,13:05,13:09,15,lid,forward,",motion,heat,",20.8,22.6,stealth_a,LAGET,0
11/09/2021,13:05,13:09,20,lid,forward,",motion,heat,",20.8,23.5,stealth_a,LAGET,0
11/09/2021,13:05,13:09,20,lid,forward,",motion,heat,",20.8,23.5,stealth_a,LAGET,0
11/09/2021,13:11,13:17,60,lid,forward,",motion,heat,",21.3,23.5,stealth_a,PAGUT,1
11/09/2021,13:11,13:17,30,lid,forward,",motion,heat,",21.3,22.8,stealth_a,PAGUT,1
11/09/2021,13:11,13:17,50,lid,forward,",motion,heat,",21.3,22.1,stealth_a,PAGUT,0
11/09/2021,13:11,13:17,45,lid,forward,",motion,heat,",21.3,22.5,stealth_a,PAGUT,0
11/09/2021,13:11,13:17,50,lid,forward,",motion,heat,",21.3,23.1,stealth_a,PAGUT,0
11/09/2021,13:19,13:24,20,lid,forward,",motion,heat,",21.5,21.9,stealth_a,DIPUN,0
11/09/2021,13:19,13:24,30,lid,forward,",motion,heat,",21.5,21.2,stealth_a,DIPUN,0
11/09/2021,13:19,13:24,25,lid,forward,",motion,heat,",21.5,22.2,stealth_a,DIPUN,0
11/09/2021,13:19,13:24,45,lid,forward,",motion,heat,",21.5,21.3,stealth_a,DIPUN,0
11/09/2021,13:19,13:24,30,lid,forward,",motion,heat,",21.5,21.8,stealth_a,DIPUN,0
11/11/2021,12:51,12:57,77,lid,forward,",motion,heat,",20.5,23,covert_b,LAGET,0
11/11/2021,12:51,12:57,68,lid,forward,",motion,heat,",20.5,23.9,covert_b,LAGET,0
11/11/2021,12:51,12:57,35,lid,forward,",motion,heat,",20.5,23.8,covert_b,LAGET,1
11/11/2021,12:51,12:57,25,lid,forward,",motion,heat,",20.5,23.6,covert_b,LAGET,1
11/11/2021,12:51,12:57,23,lid,forward,",motion,heat,",20.5,23,covert_b,LAGET,1
11/11/2021,12:59,13:05,60,lid,forward,",motion,heat,",21.2,24.5,covert_b,DIPUN,1
11/11/2021,12:59,13:05,30,lid,forward,",motion,heat,",21.2,21.7,covert_b,DIPUN,1
11/11/2021,12:59,13:05,60,lid,forward,",motion,heat,",21.2,21.4,covert_b,DIPUN,1
11/11/2021,12:59,13:05,60,lid,forward,",motion,heat,",21.2,21.8,covert_b,DIPUN,0
11/11/2021,12:59,13:05,30,lid,forward,",motion,heat,",21.2,21.8,covert_b,DIPUN,1
11/11/2021,13:07,13:15,60,lid,forward,",motion,heat,",20.8,22,covert_b,STOCC,0
11/11/2021,13:07,13:15,60,lid,forward,",motion,heat,",20.8,21.7,covert_b,STOCC,0
11/11/2021,13:07,13:15,60,lid,forward,",motion,heat,",20.8,21.8,covert_b,STOCC,0
11/11/2021,13:07,13:15,60,lid,forward,",motion,heat,",20.8,23,covert_b,STOCC,0
11/11/2021,13:07,13:15,60,lid,forward,",motion,heat,",20.8,23.6,covert_b,STOCC,0
11/11/2021,13:17,13:27,16,lid,forward,",motion,heat,",21.7,22.8,covert_b,PAGUT,1
11/11/2021,13:17,13:27,128,lid,forward,",motion,heat,",21.7,22.8,covert_b,PAGUT,1
11/11/2021,13:17,13:27,300,lid,forward,",motion,heat,",21.7,22.5,covert_b,PAGUT,1
11/11/2021,13:17,13:27,45,lid,forward,",motion,heat,",21.7,22.2,covert_b,PAGUT,1
11/11/2021,13:17,13:27,40,lid,forward,",motion,heat,",21.7,22.3,covert_b,PAGUT,1
11/11/2021,13:29,13:34,30,lid,forward,",motion,heat,",21.1,20.8,covert_b,PAALL,0
11/11/2021,13:29,13:34,30,lid,forward,",motion,heat,",21.1,22.1,covert_b,PAALL,1
11/11/2021,13:29,13:34,28,lid,forward,",motion,heat,",21.1,21.6,covert_b,PAALL,0
11/11/2021,13:29,13:34,25,lid,forward,",motion,heat,",21.1,22.1,covert_b,PAALL,0
11/11/2021,13:29,13:34,30,lid,forward,",motion,heat,",21.1,22.5,covert_b,PAALL,0
11/11/2021,13:40,13:52,100,lid,forward,",motion,heat,",21.1,24.3,browning_dark,LAGET,1
11/11/2021,13:40,13:52,200,lid,forward,",motion,heat,",21.1,24.3,browning_dark,LAGET,1
11/11/2021,13:40,13:52,150,lid,forward,",motion,heat,",21.1,24.3,browning_dark,LAGET,1
11/11/2021,13:40,13:52,50,lid,forward,",motion,heat,",21.1,24,browning_dark,LAGET,1
11/11/2021,13:40,13:52,40,lid,forward,",motion,heat,",21.1,23.5,browning_dark,LAGET,1
11/11/2021,13:53,13:57,8,lid,forward,",motion,heat,",21.3,22.4,browning_dark,PAGUT,1
11/11/2021,13:53,13:57,50,lid,forward,",motion,heat,",21.3,23.3,browning_dark,PAGUT,1
11/11/2021,13:53,13:57,50,lid,forward,",motion,heat,",21.3,22.6,browning_dark,PAGUT,1
11/11/2021,13:53,13:57,50,lid,forward,",motion,heat,",21.3,22.5,browning_dark,PAGUT,1
11/11/2021,13:53,13:57,50,lid,forward,",motion,heat,",21.3,22.4,browning_dark,PAGUT,1
11/11/2021,13:59,14:03,15,lid,forward,",motion,heat,",21.5,20.8,browning_dark,PAALL,1
11/11/2021,13:59,14:03,30,lid,forward,",motion,heat,",21.5,21.6,browning_dark,PAALL,1
11/11/2021,13:59,14:03,30,lid,forward,",motion,heat,",21.5,23.6,browning_dark,PAALL,1
11/11/2021,13:59,14:03,30,lid,forward,",motion,heat,",21.5,23.6,browning_dark,PAALL,0
11/11/2021,13:59,14:03,30,lid,forward,",motion,heat,",21.5,21.5,browning_dark,PAALL,0
11/11/2021,13:05,14:09,30,lid,forward,",motion,heat,",21.7,21.7,browning_dark,DIPUN,1
11/11/2021,13:05,14:09,30,lid,forward,",motion,heat,",21.7,22.1,browning_dark,DIPUN,1
11/11/2021,13:05,14:09,30,lid,forward,",motion,heat,",21.7,21.8,browning_dark,DIPUN,1
11/11/2021,13:05,14:09,35,lid,forward,",motion,heat,",21.7,21.8,browning_dark,DIPUN,1
11/11/2021,13:05,14:09,60,lid,forward,",motion,heat,",21.7,21.8,browning_dark,DIPUN,1
11/11/2021,14:10,14:19,60,lid,forward,",motion,heat,",21.1,22.8,browning_dark,STOCC,1
11/11/2021,14:10,14:19,60,lid,forward,",motion,heat,",21.1,23.6,browning_dark,STOCC,1
11/11/2021,14:10,14:19,60,lid,forward,",motion,heat,",21.1,23.9,browning_dark,STOCC,1
11/11/2021,14:10,14:19,60,lid,forward,",motion,heat,",21.1,23,browning_dark,STOCC,1
11/11/2021,14:10,14:19,60,lid,forward,",motion,heat,",21.1,23,browning_dark,STOCC,1
11/11/2021,14:24,14:30,60,sand,forward,",motion,heat,",18.6,22.4,moultrie_b,STOCC,0
11/11/2021,14:24,14:30,60,sand,forward,",motion,heat,",18.6,21.9,moultrie_b,STOCC,0
11/11/2021,14:24,14:30,60,sand,forward,",motion,heat,",18.6,22.4,moultrie_b,STOCC,0
11/11/2021,14:24,14:30,60,sand,forward,",motion,heat,",18.6,22,moultrie_b,STOCC,0
11/11/2021,14:24,14:30,60,sand,forward,",motion,heat,",18.6,21.6,moultrie_b,STOCC,0
11/11/2021,14:34,14:37,60,sand,forward,",motion,heat,",20,22.2,moultrie_b,DIPUN,0
11/11/2021,14:34,14:37,5,sand,forward,",motion,heat,",20,22.2,moultrie_b,DIPUN,0
11/11/2021,14:34,14:37,15,sand,forward,",motion,heat,",20,22.6,moultrie_b,DIPUN,0
11/11/2021,14:34,14:37,10,sand,forward,",motion,heat,",20,22.4,moultrie_b,DIPUN,1
11/11/2021,14:34,14:37,5,sand,forward,",motion,heat,",20,22.5,moultrie_b,DIPUN,1
11/11/2021,14:39,14:42,10,sand,forward,",motion,heat,",19.8,24.1,moultrie_b,PAALL,1
11/11/2021,14:39,14:42,10,sand,forward,",motion,heat,",19.8,22.4,moultrie_b,PAALL,0
11/11/2021,14:39,14:42,20,sand,forward,",motion,heat,",19.8,22.6,moultrie_b,PAALL,0
11/11/2021,14:39,14:42,25,sand,forward,",motion,heat,",19.8,22.1,moultrie_b,PAALL,0
11/11/2021,14:39,14:42,15,sand,forward,",motion,heat,",19.8,22.6,moultrie_b,PAALL,0
